date,platform,campaign_name,campaign_type,industry,device,impressions,clicks,cost,conversions,revenue
2024-06-25,Google Ads,Campaign_40,Video,Finance,Mobile,10636,8875,2732.44,6350.0,549.91
2024-09-26,Google Ads,Campaign_48,Search,Ecommerce,Mobile,9739,2045,1980.72,1898.0,3823.11
2024-11-23,Google Ads,Campaign_24,Video,Healthcare,Tablet,6901,298,1211.48,213.0,14.98
2024-11-23,Meta Ads,Campaign_55,Video,Ecommerce,Desktop,4709,417,3926.64,311.0,6659.1
2025-01-16,Google Ads,Campaign_98,Video,EdTech,Mobile,8755,7905,3639.95,3809.0,2430.73
2025-02-23,TikTok Ads,Campaign_52,Search,Healthcare,Desktop,16471,12824,1357.46,,384.39
2024-11-20,Google Ads,Campaign_91,Video,Healthcare,Mobile,1279,653,3010.51,531.0,3785.36
2024-11-11,TikTok Ads,Campaign_71,Search,Ecommerce,Tablet,6454,3975,4304.29,,14429.09
2024-07-11,Meta Ads,Campaign_85,Search,Finance,Desktop,7181,6620,1501.38,5527.0,3487.61
2024-11-27,TikTok Ads,Campaign_109,Shopping,Ecommerce,Tablet,8704,7573,2516.94,7529.0,2117.21
2024-12-24,Meta Ads,Campaign_95,Search,EdTech,Mobile,666,97,3435.23,60.0,16600.23
2025-02-18,Meta Ads,Campaign_74,Search,Healthcare,Desktop,5689,1181,3432.11,234.0,2799.84
2024-09-15,Meta Ads,Campaign_9,Shopping,EdTech,Mobile,15259,11547,3185.12,,
2024-01-16,Meta Ads,Campaign_84,Search,EdTech,Mobile,13141,12920,4129.83,,8650.17
2024-02-20,Google Ads,Campaign_100,Search,EdTech,Desktop,7501,6454,4746.21,6331.0,7133.39
2024-05-30,Google Ads,Campaign_53,Shopping,Healthcare,Mobile,19414,12404,1162.1,10713.0,3644.29
2024-02-05,Google Ads,Campaign_103,Video,Finance,Tablet,9367,8267,759.18,735.0,3096.67
2024-03-24,Meta Ads,Campaign_85,Search,Finance,Mobile,3817,413,2658.13,227.0,10407.91
2024-12-30,Google Ads,Campaign_58,Search,EdTech,Tablet,19008,1562,4042.96,1111.0,3920.64
2024-07-14,TikTok Ads,Campaign_83,Shopping,EdTech,Tablet,16469,3687,3087.28,119.0,10326.98
2024-08-31,Meta Ads,Campaign_109,Search,Healthcare,Tablet,52,9,4673.76,7.0,13662.17
2024-06-22,TikTok Ads,Campaign_91,Shopping,Ecommerce,Mobile,6127,4497,595.25,3627.0,2805.44
2024-01-14,Google Ads,Campaign_115,Video,EdTech,Tablet,10552,1221,2877.5,1094.0,7761.76
2025-03-07,Meta Ads,Campaign_22,Shopping,EdTech,Tablet,17614,3503,3371.55,2030.0,
2024-04-18,Google Ads,Campaign_72,Search,Finance,Mobile,700,291,3319.69,258.0,
2024-07-16,TikTok Ads,Campaign_7,Video,Healthcare,Mobile,6470,5386,4554.09,3347.0,23.39
2024-08-25,TikTok Ads,Campaign_86,Search,EdTech,Desktop,2149,2066,1173.03,1445.0,5277.6
2024-06-24,TikTok Ads,Campaign_112,Search,Ecommerce,Mobile,3601,1908,4209.38,582.0,4001.13
2024-06-17,TikTok Ads,Campaign_1,Video,Healthcare,Tablet,13114,3148,3116.11,,4184.35
2025-03-28,TikTok Ads,Campaign_118,Video,Healthcare,Mobile,4748,3045,1311.54,402.0,6108.45
2024-05-04,Google Ads,Campaign_40,Video,Healthcare,Desktop,2156,1065,3173.07,622.0,
2024-02-21,Google Ads,Campaign_64,Video,Finance,Desktop,15255,10533,3421.05,3437.0,2917.91
2024-02-25,Google Ads,Campaign_30,Search,Finance,Tablet,8976,8487,3308.82,345.0,13307.89
2024-06-26,TikTok Ads,Campaign_37,Search,Finance,Tablet,18925,10803,258.19,6883.0,1066.74
2024-10-01,Meta Ads,Campaign_45,Search,Healthcare,Mobile,19430,5345,4094.65,5127.0,20182.28
2024-02-26,Meta Ads,Campaign_73,Video,Ecommerce,Mobile,2274,1082,1545.93,,718.97
2024-01-26,Google Ads,Campaign_69,Search,Finance,Tablet,10808,4198,3820.63,1135.0,6754.31
2024-05-25,TikTok Ads,Campaign_91,Shopping,Finance,Mobile,13481,8156,865.27,7038.0,476.57
2024-10-10,Meta Ads,Campaign_46,Search,EdTech,Tablet,1048,405,2097.54,251.0,52.11
2025-01-30,TikTok Ads,Campaign_27,Video,Healthcare,Desktop,5456,3534,1342.45,96.0,4185.49
2024-01-10,Google Ads,Campaign_9,Search,Ecommerce,Desktop,16788,617,3883.3,16.0,
2024-09-19,Meta Ads,Campaign_1,Shopping,Healthcare,Desktop,10525,1740,4729.96,327.0,8395.81
2024-01-24,TikTok Ads,Campaign_115,Video,Finance,Desktop,19409,9307,3677.57,4284.0,
2024-02-01,Meta Ads,Campaign_26,Video,Ecommerce,Desktop,14032,9429,2531.72,7800.0,5268.57
2024-05-20,Google Ads,Campaign_17,Shopping,EdTech,Desktop,15535,901,20.19,244.0,78.11
2024-01-10,Google Ads,Campaign_109,Shopping,Finance,Tablet,9806,5343,1712.58,4823.0,8041.49
2024-02-17,Google Ads,Campaign_57,Shopping,Healthcare,Mobile,16132,12159,4412.83,8175.0,5913.42
2025-03-04,TikTok Ads,Campaign_105,Search,EdTech,Mobile,7979,3674,3989.61,1400.0,19653.06
2025-02-06,TikTok Ads,Campaign_59,Shopping,Healthcare,Mobile,8056,6427,4050.14,4871.0,1181.3
2025-03-30,Google Ads,Campaign_88,Shopping,EdTech,Tablet,8439,2978,440.76,1497.0,1211.53
2024-05-23,TikTok Ads,Campaign_94,Search,Ecommerce,Desktop,15438,2760,1612.12,204.0,2918.73
2024-02-13,Meta Ads,Campaign_91,Video,Ecommerce,Mobile,6585,6425,3042.5,3242.0,7286.91
2024-02-13,Google Ads,Campaign_66,Search,EdTech,Tablet,12592,10330,4556.07,,
2024-06-12,TikTok Ads,Campaign_18,Video,Ecommerce,Desktop,11511,515,791.31,96.0,0.03
2024-05-05,Meta Ads,Campaign_35,Shopping,Ecommerce,Mobile,7147,6464,1154.28,5015.0,1788.5
2025-02-10,TikTok Ads,Campaign_7,Video,Finance,Tablet,2187,1778,2627.38,48.0,
2024-02-22,Meta Ads,Campaign_31,Search,Finance,Mobile,12441,6010,4061.8,4520.0,17477.99
2025-03-28,Google Ads,Campaign_94,Video,Finance,Desktop,2823,1431,4028.98,67.0,12352.76
2024-05-14,Meta Ads,Campaign_99,Shopping,EdTech,Tablet,13920,1023,1095.53,623.0,4440.21
2024-01-19,TikTok Ads,Campaign_4,Video,Finance,Tablet,6622,6053,1183.45,5511.0,5216.96
2024-09-24,Google Ads,Campaign_35,Video,Ecommerce,Mobile,2743,1642,1484.69,1524.0,6146.89
2024-07-30,Google Ads,Campaign_9,Video,EdTech,Mobile,13641,3998,234.69,1229.0,611.31
2024-08-19,Meta Ads,Campaign_48,Shopping,Finance,Desktop,12461,6108,2321.7,4850.0,272.58
2024-07-03,Meta Ads,Campaign_15,Video,Healthcare,Tablet,2047,1622,3232.18,288.0,12440.1
2024-07-26,Meta Ads,Campaign_67,Video,Finance,Mobile,13894,8766,59.01,,227.66
2024-06-27,Meta Ads,Campaign_86,Search,Healthcare,Desktop,19025,12285,4735.41,11236.0,14599.07
2025-03-30,TikTok Ads,Campaign_97,Video,Finance,Tablet,16964,13376,1179.01,1562.0,3739.26
2024-11-09,TikTok Ads,Campaign_103,Shopping,Healthcare,Mobile,18050,16192,2231.5,5885.0,
2025-03-21,TikTok Ads,Campaign_18,Search,Healthcare,Desktop,14798,9213,1846.53,6068.0,718.19
2025-01-21,TikTok Ads,Campaign_111,Video,Ecommerce,Desktop,29,18,418.83,11.0,1203.47
2025-01-28,Google Ads,Campaign_79,Search,Healthcare,Tablet,19762,338,1266.83,36.0,908.35
2024-09-03,Meta Ads,Campaign_11,Shopping,Healthcare,Desktop,7092,1545,1427.6,176.0,3646.69
2025-03-18,Google Ads,Campaign_67,Shopping,Healthcare,Desktop,14310,3129,3084.9,2900.0,
2024-10-07,TikTok Ads,Campaign_4,Shopping,Finance,Desktop,1538,1081,2014.63,398.0,2137.57
2024-12-14,Meta Ads,Campaign_27,Search,Finance,Mobile,13306,6612,3135.18,1699.0,5265.33
2024-02-08,Google Ads,Campaign_27,Video,Healthcare,Desktop,18457,6656,1821.05,6634.0,1696.26
2024-11-27,Google Ads,Campaign_54,Video,Finance,Tablet,15077,14275,384.22,1346.0,1447.29
2024-08-24,TikTok Ads,Campaign_81,Shopping,EdTech,Tablet,4339,3730,391.85,1298.0,1671.04
2024-03-20,Meta Ads,Campaign_81,Video,Healthcare,Tablet,12297,6051,3952.09,5054.0,4600.35
2024-10-01,Meta Ads,Campaign_111,Shopping,Ecommerce,Tablet,16152,10948,2242.66,9605.0,4220.42
2024-01-23,Google Ads,Campaign_77,Video,Ecommerce,Desktop,10635,5132,2329.83,341.0,
2025-03-30,Meta Ads,Campaign_87,Video,Healthcare,Mobile,2242,710,209.96,137.0,
2025-02-16,Google Ads,Campaign_17,Search,Finance,Desktop,12726,6466,588.45,5836.0,
2024-02-18,Google Ads,Campaign_2,Video,Ecommerce,Tablet,19725,4772,2577.7,2929.0,3848.76
2024-07-09,TikTok Ads,Campaign_100,Shopping,Finance,Mobile,69,64,789.33,45.0,1256.97
2024-04-29,TikTok Ads,Campaign_98,Video,Ecommerce,Mobile,4816,924,66.82,495.0,135.54
2024-06-27,Google Ads,Campaign_105,Shopping,EdTech,Desktop,4144,3293,3361.31,793.0,13531.5
2024-10-07,Meta Ads,Campaign_26,Video,Healthcare,Mobile,3262,1931,4844.43,206.0,4259.85
2024-05-10,Google Ads,Campaign_86,Shopping,Ecommerce,Mobile,1595,873,3584.81,753.0,
2024-06-02,TikTok Ads,Campaign_19,Shopping,EdTech,Tablet,12993,11581,3606.51,1068.0,4126.74
2024-12-25,Google Ads,Campaign_25,Search,Finance,Mobile,13227,10707,1058.32,7017.0,4960.01
2024-08-22,TikTok Ads,Campaign_50,Shopping,Healthcare,Mobile,1321,1166,2088.76,1135.0,5690.35
2024-09-10,TikTok Ads,Campaign_27,Shopping,Healthcare,Mobile,709,297,4093.55,142.0,8370.01
2024-12-19,Meta Ads,Campaign_115,Video,Ecommerce,Desktop,19698,13927,3381.85,8643.0,
2024-04-25,Google Ads,Campaign_105,Shopping,EdTech,Mobile,13851,4143,3492.7,2561.0,6564.39
2024-06-02,Meta Ads,Campaign_97,Video,Healthcare,Mobile,15402,8647,3301.25,4094.0,8682.11
2024-10-22,TikTok Ads,Campaign_2,Video,Ecommerce,Tablet,9244,9064,701.95,6803.0,1947.84
2024-06-30,Meta Ads,Campaign_115,Search,Ecommerce,Mobile,10526,9766,4183.42,,2974.82
2025-01-29,Meta Ads,Campaign_111,Search,Finance,Tablet,15963,8655,3574.93,601.0,9885.1
2024-05-13,Meta Ads,Campaign_56,Shopping,Healthcare,Tablet,13230,7829,2004.74,29.0,2994.14
2024-08-20,TikTok Ads,Campaign_43,Search,Finance,Tablet,7992,79,4433.26,15.0,13707.79
2024-09-28,Google Ads,Campaign_3,Search,EdTech,Mobile,28,24,2367.17,21.0,5655.61
2025-02-10,Google Ads,Campaign_44,Search,EdTech,Desktop,18325,11345,2776.9,10847.0,12248.25
2024-06-24,Meta Ads,Campaign_102,Shopping,Finance,Desktop,2344,329,1012.05,14.0,1362.47
2025-03-08,TikTok Ads,Campaign_32,Video,EdTech,Desktop,14642,3889,2154.47,3419.0,6211.42
2024-10-19,Google Ads,Campaign_63,Search,Healthcare,Desktop,2273,2191,3827.75,1475.0,1437.59
2024-05-22,TikTok Ads,Campaign_51,Video,Healthcare,Desktop,4351,862,4216.24,161.0,18904.07
2024-11-06,TikTok Ads,Campaign_47,Shopping,Ecommerce,Desktop,16954,15539,153.26,11776.0,735.82
2024-05-14,Meta Ads,Campaign_93,Shopping,Healthcare,Mobile,7062,2663,4829.98,276.0,15734.17
2025-03-02,TikTok Ads,Campaign_4,Shopping,Finance,Mobile,5140,4931,2332.63,142.0,11001.49
2024-11-22,Meta Ads,Campaign_66,Shopping,Healthcare,Desktop,9778,4767,765.38,528.0,2834.07
2024-02-23,Meta Ads,Campaign_87,Video,EdTech,Desktop,13381,496,2024.4,326.0,6867.04
2024-05-20,Google Ads,Campaign_94,Video,Ecommerce,Desktop,11976,4204,4049.74,26.0,13339.4
2024-09-19,Google Ads,Campaign_57,Shopping,Ecommerce,Tablet,13414,8521,2511.7,,7850.59
2024-05-01,Google Ads,Campaign_2,Video,Healthcare,Desktop,10718,7504,1313.98,1870.0,659.85
2025-02-23,TikTok Ads,Campaign_5,Shopping,Healthcare,Tablet,7630,3781,725.3,918.0,3333.64
2024-07-20,TikTok Ads,Campaign_46,Shopping,EdTech,Tablet,11647,3482,1408.01,1834.0,6803.11
2025-03-29,Meta Ads,Campaign_93,Search,EdTech,Desktop,7831,3402,2238.5,2434.0,306.64
2025-02-23,TikTok Ads,Campaign_5,Shopping,Finance,Desktop,18980,16217,2145.23,3528.0,2086.84
2024-08-01,Google Ads,Campaign_79,Search,EdTech,Desktop,8428,2826,769.18,1667.0,2986.69
2024-04-22,Google Ads,Campaign_71,Shopping,Finance,Mobile,3467,3415,4884.35,209.0,16770.32
2024-02-29,TikTok Ads,Campaign_107,Shopping,Finance,Tablet,10895,3856,3811.93,1765.0,6386.82
2025-03-28,TikTok Ads,Campaign_115,Video,Finance,Desktop,19609,12936,559.0,4561.0,5.78
2024-01-11,Meta Ads,Campaign_109,Shopping,Finance,Mobile,10133,8900,3533.98,8345.0,14614.21
2024-02-01,TikTok Ads,Campaign_78,Shopping,Healthcare,Desktop,14532,6304,1537.97,498.0,457.57
2024-12-27,Meta Ads,Campaign_39,Search,Ecommerce,Desktop,13416,12178,864.57,725.0,1440.86
2025-01-07,Meta Ads,Campaign_66,Video,Healthcare,Tablet,3812,132,2182.83,104.0,6474.59
2024-12-19,Google Ads,Campaign_100,Search,Ecommerce,Tablet,10574,5525,4686.44,367.0,7445.28
2024-04-10,Google Ads,Campaign_97,Search,EdTech,Desktop,17785,12715,1211.69,328.0,845.41
2025-02-06,TikTok Ads,Campaign_99,Shopping,Healthcare,Desktop,2589,1087,4722.86,79.0,732.59
2024-11-03,Google Ads,Campaign_68,Search,EdTech,Tablet,31,28,4851.31,15.0,16597.54
2024-08-17,TikTok Ads,Campaign_48,Search,Healthcare,Mobile,2939,1917,3870.53,111.0,13917.63
2024-04-21,Meta Ads,Campaign_86,Video,Healthcare,Desktop,10623,4424,4740.88,3615.0,5986.66
2024-08-10,Meta Ads,Campaign_2,Shopping,Healthcare,Tablet,1683,888,4658.18,719.0,1704.82
2024-07-03,Google Ads,Campaign_81,Shopping,Ecommerce,Mobile,8762,3658,945.71,3204.0,
2024-12-08,TikTok Ads,Campaign_97,Video,Ecommerce,Tablet,10225,7604,538.72,5801.0,2509.97
2024-10-04,TikTok Ads,Campaign_75,Shopping,Healthcare,Desktop,9822,7499,2235.59,3246.0,9474.67
2025-03-30,TikTok Ads,Campaign_88,Shopping,Finance,Tablet,8568,2636,3359.13,821.0,13588.41
2025-03-13,Meta Ads,Campaign_35,Search,Finance,Mobile,3753,258,327.04,209.0,1417.84
2024-04-07,Meta Ads,Campaign_32,Search,EdTech,Tablet,12301,47,371.78,43.0,423.88
2024-10-17,Google Ads,Campaign_66,Search,Healthcare,Desktop,9911,6926,170.61,6774.0,786.0
2024-09-26,Meta Ads,Campaign_10,Shopping,Healthcare,Desktop,18658,15296,791.69,4270.0,
2024-06-15,Meta Ads,Campaign_90,Shopping,Healthcare,Tablet,4982,1919,3448.81,1635.0,4813.69
2024-09-01,TikTok Ads,Campaign_91,Video,EdTech,Desktop,19980,13689,4537.57,5954.0,18670.38
2024-09-26,Google Ads,Campaign_91,Shopping,Healthcare,Mobile,488,252,351.78,248.0,504.43
2024-07-07,TikTok Ads,Campaign_24,Search,Finance,Desktop,8961,7410,4584.85,7120.0,10274.65
2024-08-30,TikTok Ads,Campaign_101,Search,Finance,Tablet,2948,2284,1373.38,1693.0,5740.38
2024-09-21,TikTok Ads,Campaign_39,Search,Ecommerce,Mobile,1388,1341,230.34,414.0,140.9
2024-11-15,TikTok Ads,Campaign_16,Video,Finance,Mobile,13591,2095,3837.84,204.0,8177.92
2025-03-22,Meta Ads,Campaign_44,Shopping,Finance,Mobile,11428,3683,3889.58,,2757.26
2024-08-27,TikTok Ads,Campaign_26,Search,Ecommerce,Tablet,10680,1791,1838.93,1358.0,7697.64
2025-01-31,TikTok Ads,Campaign_2,Video,EdTech,Mobile,711,525,3533.03,153.0,
2024-05-17,Google Ads,Campaign_73,Shopping,Finance,Mobile,3665,1558,4035.3,116.0,8563.69
2024-03-23,Google Ads,Campaign_103,Video,EdTech,Mobile,216,112,58.09,23.0,268.03
2024-11-18,Meta Ads,Campaign_34,Search,Ecommerce,Desktop,6825,5261,3950.31,2368.0,4148.5
2025-03-23,TikTok Ads,Campaign_84,Video,Healthcare,Desktop,10165,1824,2251.07,918.0,7525.35
2024-05-31,Google Ads,Campaign_8,Search,EdTech,Mobile,3967,3467,2241.05,931.0,4030.99
2024-05-14,Google Ads,Campaign_62,Video,Finance,Desktop,2038,156,4877.83,60.0,23901.05
2024-01-18,Meta Ads,Campaign_108,Shopping,Healthcare,Tablet,16137,3870,3430.97,2073.0,14360.35
2024-01-26,Meta Ads,Campaign_26,Video,Healthcare,Desktop,16600,11234,2908.81,6167.0,2636.07
2024-01-30,Google Ads,Campaign_117,Search,Finance,Mobile,9656,8614,1780.86,5760.0,2081.21
2024-07-05,TikTok Ads,Campaign_62,Video,Ecommerce,Desktop,16401,14497,4459.32,13771.0,18991.1
2025-03-15,Meta Ads,Campaign_40,Shopping,Healthcare,Mobile,8582,6282,1735.1,5532.0,1178.13
2024-12-01,Google Ads,Campaign_94,Shopping,Healthcare,Mobile,17598,2481,3758.82,2058.0,11394.97
2024-08-09,TikTok Ads,Campaign_107,Shopping,Finance,Mobile,13298,4675,3434.39,969.0,12104.9
2024-02-07,Meta Ads,Campaign_59,Search,Ecommerce,Desktop,8527,163,4424.36,125.0,16046.38
2024-08-19,Google Ads,Campaign_89,Shopping,Finance,Desktop,16811,1147,2885.74,24.0,
2024-10-03,Meta Ads,Campaign_46,Search,EdTech,Desktop,17366,9445,1198.97,8208.0,4725.32
2025-03-29,TikTok Ads,Campaign_63,Video,Ecommerce,Tablet,6076,2271,128.38,940.0,321.09
2024-02-24,TikTok Ads,Campaign_76,Video,Ecommerce,Tablet,18740,4171,2340.6,4055.0,
2024-08-28,TikTok Ads,Campaign_11,Search,Healthcare,Desktop,3568,2202,433.92,1219.0,258.96
2024-03-11,TikTok Ads,Campaign_45,Video,Finance,Tablet,12406,9799,3361.85,149.0,6286.19
2024-03-09,Google Ads,Campaign_12,Video,EdTech,Desktop,18585,10624,4295.07,8924.0,6159.86
2024-03-08,Google Ads,Campaign_22,Video,Ecommerce,Desktop,10734,4936,2631.14,254.0,6734.27
2024-10-17,TikTok Ads,Campaign_59,Search,Ecommerce,Mobile,9282,4852,50.21,266.0,79.99
2024-06-21,TikTok Ads,Campaign_114,Shopping,Ecommerce,Mobile,12034,7191,3227.77,1398.0,13668.06
2024-09-16,Google Ads,Campaign_119,Shopping,Healthcare,Tablet,13509,7975,2655.36,1021.0,1380.06
2024-02-07,Google Ads,Campaign_86,Shopping,EdTech,Desktop,12545,8726,3372.69,6251.0,4561.78
2025-02-01,TikTok Ads,Campaign_20,Shopping,Finance,Tablet,4415,3242,1272.01,2118.0,2014.01
2024-11-17,TikTok Ads,Campaign_75,Video,Finance,Mobile,10697,8429,4432.38,8029.0,9561.68
2024-07-06,Google Ads,Campaign_109,Search,Ecommerce,Tablet,4760,1558,1361.47,943.0,
2024-05-26,Meta Ads,Campaign_1,Shopping,Healthcare,Desktop,3398,2444,1844.44,789.0,3274.58
2025-02-21,Google Ads,Campaign_89,Search,EdTech,Mobile,6847,4676,1149.03,4267.0,2834.72
2024-11-16,TikTok Ads,Campaign_45,Shopping,Ecommerce,Desktop,14488,5973,3698.79,2796.0,12163.63
2024-05-13,TikTok Ads,Campaign_101,Video,Ecommerce,Mobile,12279,6193,25.13,,
2024-09-19,TikTok Ads,Campaign_54,Video,EdTech,Desktop,7981,1568,4085.0,1120.0,2895.18
2025-01-20,Meta Ads,Campaign_92,Shopping,Healthcare,Mobile,5586,430,4057.03,1.0,392.79
2024-12-09,TikTok Ads,Campaign_15,Video,Healthcare,Mobile,3345,407,4717.14,164.0,13264.35
2024-10-31,TikTok Ads,Campaign_82,Search,Healthcare,Tablet,19657,12608,2862.97,,12444.52
2024-01-28,Google Ads,Campaign_2,Video,EdTech,Mobile,6918,878,4307.78,37.0,
2025-01-19,TikTok Ads,Campaign_71,Search,Ecommerce,Desktop,16600,6007,498.11,4703.0,2057.82
2024-12-18,Meta Ads,Campaign_13,Shopping,Ecommerce,Desktop,2798,687,2848.09,642.0,7739.02
2024-08-22,TikTok Ads,Campaign_82,Video,Finance,Mobile,8668,4090,3126.93,2713.0,13959.21
2025-03-20,Meta Ads,Campaign_22,Video,EdTech,Mobile,6020,3781,2401.43,3233.0,4044.96
2024-09-18,Google Ads,Campaign_6,Video,Healthcare,Tablet,4075,2138,427.17,62.0,70.02
2024-04-11,Google Ads,Campaign_41,Search,Ecommerce,Desktop,14593,14154,4908.4,,22441.68
2024-03-09,Google Ads,Campaign_109,Search,Finance,Tablet,13328,3078,1009.97,3002.0,4190.41
2025-01-06,TikTok Ads,Campaign_60,Shopping,Healthcare,Desktop,7313,3231,4053.21,1262.0,
2025-02-27,Google Ads,Campaign_47,Search,Finance,Desktop,18586,3207,3469.18,2503.0,5052.47
2024-05-16,Meta Ads,Campaign_94,Search,Healthcare,Mobile,14263,11380,3742.31,7347.0,7505.14
2025-03-07,Google Ads,Campaign_119,Search,Ecommerce,Mobile,137,8,3068.95,7.0,7579.26
2024-01-22,Meta Ads,Campaign_55,Search,Healthcare,Desktop,15982,3462,1666.01,3126.0,5712.15
2024-12-01,Meta Ads,Campaign_31,Shopping,Healthcare,Desktop,4612,4122,4564.32,2595.0,17759.48
2025-01-31,Google Ads,Campaign_69,Video,Ecommerce,Mobile,17511,602,43.93,,4.72
2025-01-03,Google Ads,Campaign_69,Shopping,EdTech,Tablet,11928,6333,509.39,4107.0,2078.19
2024-12-17,TikTok Ads,Campaign_20,Search,EdTech,Tablet,246,62,824.61,21.0,2022.39
2025-02-18,TikTok Ads,Campaign_68,Search,Healthcare,Mobile,6845,6466,3022.45,4689.0,
2024-04-12,TikTok Ads,Campaign_54,Shopping,EdTech,Tablet,732,35,1374.86,8.0,2877.94
2024-09-18,TikTok Ads,Campaign_92,Video,Finance,Mobile,3298,727,4187.34,499.0,17858.84
2024-05-13,TikTok Ads,Campaign_79,Video,Healthcare,Mobile,5667,5303,3935.73,2227.0,7055.85
2024-04-07,Meta Ads,Campaign_114,Shopping,Ecommerce,Desktop,14743,12876,75.16,8456.0,207.88
2024-10-31,Google Ads,Campaign_91,Video,Healthcare,Tablet,1218,269,110.0,265.0,81.8
2024-10-11,TikTok Ads,Campaign_103,Video,Finance,Desktop,19502,14907,871.79,2840.0,146.38
2024-05-27,Google Ads,Campaign_70,Video,Healthcare,Tablet,14178,3572,1808.0,2714.0,2295.45
2025-03-18,TikTok Ads,Campaign_44,Search,Ecommerce,Desktop,3173,29,4790.71,14.0,2350.63
2024-10-24,Meta Ads,Campaign_85,Video,Finance,Desktop,17510,14011,2897.56,11471.0,3998.67
2024-08-29,Meta Ads,Campaign_37,Video,Healthcare,Desktop,14568,754,3359.26,266.0,16612.52
2024-09-26,Meta Ads,Campaign_54,Search,Healthcare,Desktop,8369,811,1491.7,542.0,
2024-02-12,TikTok Ads,Campaign_88,Search,EdTech,Desktop,7039,2648,4812.28,598.0,
2024-05-16,TikTok Ads,Campaign_27,Search,Finance,Desktop,12673,4430,2541.2,4174.0,761.04
2025-03-23,TikTok Ads,Campaign_42,Search,Finance,Desktop,9580,199,3476.74,172.0,3760.14
2024-04-09,Meta Ads,Campaign_105,Video,Ecommerce,Mobile,13266,7575,3569.85,3009.0,
2024-02-21,Google Ads,Campaign_96,Shopping,Ecommerce,Desktop,11526,6838,1144.36,2446.0,765.84
2024-03-10,Google Ads,Campaign_30,Video,Finance,Mobile,15921,297,4304.83,194.0,1895.66
2024-03-28,Meta Ads,Campaign_38,Shopping,Ecommerce,Tablet,19668,16466,2081.66,14278.0,
2024-10-01,TikTok Ads,Campaign_86,Video,Ecommerce,Mobile,2288,1324,3584.29,1016.0,4211.75
2024-07-24,TikTok Ads,Campaign_47,Search,EdTech,Mobile,8097,5477,1411.33,1547.0,
2024-06-13,TikTok Ads,Campaign_82,Search,Ecommerce,Desktop,14840,3037,2062.89,1756.0,31.23
2024-01-24,Google Ads,Campaign_90,Video,Healthcare,Mobile,19075,15443,2109.08,,
2024-10-10,TikTok Ads,Campaign_3,Shopping,Ecommerce,Mobile,7561,1936,797.5,1531.0,112.87
2024-01-07,TikTok Ads,Campaign_32,Shopping,Finance,Tablet,3511,2612,1380.51,1119.0,5856.61
2024-07-09,TikTok Ads,Campaign_106,Shopping,Healthcare,Tablet,19439,14709,3957.18,,
2024-02-07,Google Ads,Campaign_42,Video,EdTech,Mobile,9733,5880,1671.67,4147.0,2706.68
2024-06-15,Google Ads,Campaign_90,Search,Ecommerce,Desktop,3836,738,1481.55,2.0,
2025-02-10,Google Ads,Campaign_105,Search,EdTech,Mobile,6425,974,1076.7,388.0,2394.59
2024-07-02,Meta Ads,Campaign_111,Search,EdTech,Mobile,19053,3578,4820.14,1853.0,11910.68
2024-01-01,TikTok Ads,Campaign_50,Shopping,EdTech,Tablet,13530,9088,2067.27,7737.0,5654.06
2024-10-24,Google Ads,Campaign_71,Search,Finance,Mobile,7445,6199,2098.94,2436.0,2456.6
2024-08-12,TikTok Ads,Campaign_102,Video,Finance,Tablet,2959,993,3086.25,327.0,
2024-05-18,TikTok Ads,Campaign_114,Video,EdTech,Mobile,5993,808,1497.72,,5253.1
2024-09-13,Google Ads,Campaign_20,Video,Ecommerce,Mobile,1733,113,2860.57,112.0,
2024-02-08,Google Ads,Campaign_102,Shopping,Healthcare,Mobile,4747,4551,958.03,4487.0,
2024-05-18,Meta Ads,Campaign_32,Search,Ecommerce,Tablet,3181,775,3964.27,442.0,
2024-02-17,Meta Ads,Campaign_21,Video,EdTech,Desktop,15179,9962,1836.43,3832.0,3255.12
2024-01-31,Meta Ads,Campaign_11,Shopping,EdTech,Desktop,1552,240,542.77,33.0,365.53
2025-03-27,TikTok Ads,Campaign_86,Search,Ecommerce,Mobile,16519,4614,4014.64,3359.0,20029.39
2024-07-10,Meta Ads,Campaign_50,Shopping,Healthcare,Mobile,16711,10580,2826.28,638.0,11568.77
2025-03-10,Google Ads,Campaign_104,Search,EdTech,Desktop,13221,2571,4978.63,1627.0,6377.95
2025-01-13,TikTok Ads,Campaign_34,Shopping,Ecommerce,Tablet,6988,6052,4326.27,,1465.49
2024-08-14,TikTok Ads,Campaign_79,Search,Healthcare,Mobile,6055,1867,873.87,1635.0,
2025-03-04,TikTok Ads,Campaign_89,Search,Healthcare,Desktop,16650,8420,2235.0,1392.0,5531.61
2024-11-28,Meta Ads,Campaign_39,Shopping,Ecommerce,Tablet,18305,13127,4914.34,2624.0,2839.75
2024-10-15,Google Ads,Campaign_6,Search,Ecommerce,Desktop,3742,1738,2634.74,87.0,5911.99
2024-04-09,Meta Ads,Campaign_71,Shopping,Healthcare,Desktop,12905,4317,4015.39,690.0,12036.88
2024-07-20,Meta Ads,Campaign_61,Search,EdTech,Tablet,5217,4147,4109.66,3972.0,3804.36
2025-02-21,Google Ads,Campaign_40,Shopping,Finance,Tablet,6531,654,301.83,1.0,88.07
